artist,title,year_released,rating,review,genre,query,album_id,my_track,my_album,my_artist,my_label,artist_orig,title_orig,year_released_orig,rating_orig,review_orig,genre_orig,query_orig,album_id_orig,my_track_orig,my_album_orig,my_artist_orig,my_label_orig,artist_norm_orig,my_artist_norm_orig,title_norm_orig,my_album_norm_orig
Bastien Keb,The Killing of Eugene Peeps,2020,7.7,"gloomy previous young work time more lead long daily better born his lifelong former meditative only curious even brooding nice third known creative relative most kind lucrative two commercial actual lesser such new sure driven working cinematic imaginary fictitious funny creepy coarse one fulfilling engrossing remarkable tainted fascinating creaky different street jazzy spoken The third album from London composer Bastien Keb is a soundtrack to a nonexistent film: a gloomy, dreamlike suite that summons the vintage sounds of 1970s giallo films and French New Wave.",Experimental,soundtrack world cinematic funk jazz vintage analog ambient brooding,1657,Hinoki Wood,Romantic Piano,Gia Margaret,Jagjaguwar,Gia Margaret,Romantic Piano,2023,7.8,"previous just rich emotional very good far more wood empty its second remaining wistful monumental better central outside same mischievous faded impish inquisitive single lingering away instrumental mission hazy material standing which close only meditative harmonic much deadpan flickering difficult simple soaring quality small subtle middle background every key miniature limited generic charming left down little tight audacious full one hanging these remarkable particular romantic steady present whose different electronic soggy her otherwise each gorgeous Built around wistful piano pieces that follow unexpected paths, the Chicago composerâ€™s third album has far more personality and strangeness than its almost aggressively generic title suggests.",Rock,electronic abstract drone romantic rock steady wistful ambient,7341,,,,,gia margaret,,romantic piano,
Baths,Ocean Death EP,2014,7.8,"still subject work vicious awesome time longer early splintered more latest head following its low his unwieldy larger deadly humming away dark painful static ceremonial sharp which another even evocative simple blunt gruesome singular most vulnerable both unique moved mundane less personal similar informed down working humorous trapped complicated recent revealing these four last coy steady fitting morbid thematic white whose enormous otherwise each Will Wiesenfeld's latest EP as Baths, Ocean Death, hits you in the head with enormous, blunt impact. Following his most recent record, last year's Obsidian, the EP showcases the singerâ€™s continued focus on mortality and heartbreak.",Electronic,techno world dark baroque steady reading harp dub,1667,Sex Tourists,Swimming,French Kicks,Vagrant Records,French Kicks,Swimming,2008,7.6,willing human young betrayed work unromantic live longer time early good more assured thick roomy same larger seventh inward away past well only another cavernous earthy much longing large high sterile warm both short jagged all two middle richer nostalgic medium new trying weightless down little recent rare swimming rebel four wise honest cut each nan,Electronic / Rock,warm rock nostalgic soul punk weightless,6945,,,,,french kicks,,swimming,
Battles,La Di Da Di,2015,7.5,"specific inventive clean early good various basic current its playful long remaining free rumbling final digital expanding biggest feeling single away colorful yellow instrumental moving invited which minimal shiny best incidental special bright third magic minute less glossy glassy kind all middle super sunny successful heavy vocal necessary expressive bouncy memorable left great sure tight additional recent interesting working these echoing energetic forward sea different usable possible front La Di Da Di, a vocal-free collection heavy on repetition, feels like a return to something elemental and specific in Battles' history. It's a satisfyingly clean take on what the band does best after the somewhat chaotic, ""various artists"" feel of 2011's Gloss Drop.",Rock,glossy remix energetic rock neon saturated minimal ambient bouncy,1679,The Melody of a Fallen Tree,We Fight Til Death,Windsor For The Derby,Secretly Canadian,Windsor for the Derby,We Fight Til Death,2004,8.3,"smoked previous dim just inert work emotional inaudible longer hypnotic more its head both enough thick quiet unspeakable unknown bouncing foggy steel content familiar manic mechanical musical away loud soothing stinging close material former which well another ringing determined sweaty pensive flickering vicarious beginning itchy most jagged black subtle two lost all decipherable red slow innate unpredictable minor first new monotonous charming communal demanding one arid acoustic academic her moody gorgeous Now in their 10th year, and with five largely unspectacular releases behind them, these Florida post-rockers re-sign to Secretly Canadian and find their footing, melding the Motorik kraut influences of their past with Yo La Tengo-esque pop aesthetic.",Rock,soundtrack foggy glacial drifting rock punk trance,23203,,,,,windsor for the derby,,we fight til death,
Bauhaus,The Bela Session,2018,7.9,opulent live early original more later its pressing long empty clanging flat foggy same dark away pronounced absolute dead even best cut known simple less most small similar wispy vivid first new serrated springy scratchy massive one lean married greatest spiritual oldest official initial The original studio version of gothâ€™s transcendent standard finally gets reissued alongside three songs that show just how quickly the band progressed.,Rock,world foggy dark rock jazz punk reggae dub,1684,Sunset,Resavoir,Resavoir,International Anthem,Resavoir,Resavoir,2019,8.2,"afternoon clean hard crisp lead its head poignant his cosmic old most breezy musical ethereal chance past international spontaneous meditative well complex sharp instrumental another dramatic written high other conversational soulful experimental soaring blurred social crackling both small subtle stronger two beneficial background sunny all life easy vocal smeared five gentle younger last fine late organic concise alike different established electronic dreamy The Chicago trumpeter with hip-hop and indie-rock bona fides steps out as a bandleader, shepherding 18 musicians across a complex, soulful album that celebrates interconnectedness.",Jazz,tribute cosmic experimental electronic funk rock crisp jazz sunlit ethereal airy soul pop dreamy,16069,,,,,resavoir,,resavoir,
Beach Fossils,Clash the Truth,2013,5.8,"previous just day work disparate rainy time unintended wide sequential more its assured fleeting flat solid same big unexpected opening sheepish instrumental frozen moving former well which only excited militaristic much relatable even bad soft other tricky confused wild passive kind opposite all relative short bigger monotone scrappy careless vocal fuzzy first aggressive real amiable several little artistic financial one mortal numerous these fine expansive utter aware drowsy tuneful alone otherwise The New York City dream pop band's second album sees them introduce a darker, more socially aware edge, though it trades their former instrumental rigidity for amiable, mid-fi college rock jangle.",Experimental / Rock,chillwave world rainy rock sleep punk pop,1695,"Mama, You Been on My Mind - Studio Outtake - 1993",Grace (Legacy Edition),Jeff Buckley,Columbia/Legacy,Jeff Buckley,Grace: Legacy Edition,2004,9,"documentary emotional precious beautiful time live very good more used obvious fanciful his boundless musical chance which raw much best high other conscious third most both kind short future every signed all new real little impressive full one rare tender true late steady established her cut Ten years after its release, legendary vocalist Jeff Buckley's only proper full-length is given the expanded treatment. Like the similar edition of The Clash's London Calling reviewed earlier this week, it's been extravagantly repackaged and appended with two additional discs-- one an audio disc collecting non-album tracks, the other a DVD documentary spotlighting the recordings sessions.",Rock,world tender rock drama steady reading raw,9226,,,,,jeff buckley,,grace legacy edition,
Beach Fossils,Somersault,2017,7.3,"confident previous still either hypnotic more lead long its remaining quiet involved low blank his ambitious single several clear former which plus shy longing best overall inescapable even written other third unusual known minute personal most wild both spoken established two life all temporary nostalgic first frequent real down full acrobatic five one unfettered four last greatest political whose sleepy distant dreamy tired introspective Somersault is a huge leap for Beach Fossils and includes some of Dustin Payseurâ€™s most nuanced songs to date, with features from Slowdiveâ€™s Rachel Goswell and Cities Aviv.",Experimental / Rock,world country retro nostalgic atmospheric punk pop dreamy,1696,Because IÕm Me,Wildflower,The Avalanches,Universal Music Australia Pty. Ltd.,The Avalanches,Wildflower,2016,8.5,huge half just work hard time longer silver its long deep primary erratic same royal old usual instrumental past close which only another written bad other lucky kind future black two every heavy patient first mean poised new left working great down expected one satisfying poor business brown present rich eight proper gorgeous The Avalanches return with their first new album in 16 years.,Electronic,rap flowing,19073,,,,,the avalanches,,wildflower,
Beach House,Beach House,2006,8.1,"human still just work upper languid far good pretty more scary orange empty its wheezing thick decaying master digital ritualistic same cold glad classic sharp winter well much musty even best simple soulful most slow certain all worth life house neither intimate bigger two uncommon first vocal such afraid down creeping one open smaller next these latter late impossible gorgeous In the tradition of Mazzy Star, Galaxie 500, Spiritualized, and Slowdive, this Carpark duo-- singer/organist Victoria Legrand and guitarist Alex Scally-- crafts lovesick, narcotized rock with lots of depth and sweep.",Rock,world rock house intimate breaks,1700,Goodbye Summer,Shannon In Nashville,Shannon Shaw,Easy Eye Sound,Shannon Shaw,Shannon in Nashville,2018,7.5,tough famous immaculate favorite glowing desperate work ecstatic early more its synonymous latest living his old away suffering which another raw much miscreant longing twinkling high other warm top mixed black all signed lost house straight easy vivid crying wet first golden ready smoky one polished these level late maladjusted leather mountain her sturdy The gale-force frontwoman of Shannon and the Clams collaborates with producer Dan Auerbach on a sparkling debut solo album that sounds like Roy Orbison lost in the Brill Building.,Rock,raw warm polished rock house vintage punk,17160,,,,,shannon shaw,,shannon in nashville,
Beach Slang,The Things We Do to Find People Who Feel Like Us,2015,8,"half glorious previous young older fast either work still time live very seven more later its enough free better proverbial righteous his old drunk loud passionate unexpected chance usual big which well raw written even alive other conscious less most social both kind wild all waiting liable house divisive life right first crucial real trying cool superhuman ready sure naive expected one open least late utter possible acoustic eight cut No band shows more belief in punk rock as an agent of social change, but Beach Slang's punk is the apolitical kind where the right song can unshackle you from self-doubt and pity to get you out of the house and be a part of the world. Their shout-along full-length debut delivers on the promise of their early EPs.",Rock,world raw noise rock house punk,1710,Blind,Everything,Bnny,Fire Talk,Bnny,Everything,2021,7.5,just day hard time mother long fleeting electric closed minimal encouraging soulful both two background wrong vivid little heartbroken cracked frail half live home lead later gifted worthy rough pale sleeping former only written life every dreaming complicated groaning acoustic designer beautiful tranquil passing tragic empty second restless final his waterlogged solitary first one distinct next satisfying young double economy muted accidental seven its enough graphic best blue quality kind slow jagged all worth house sure down full five these forward different her alone Chicago singer-songwriter Jessica Viscius moves through grief in a profoundly moving and generous way on her spare debut as Bnny.,Rock,rolling minimal house rock,2433,,,,,bnny,,everything,
Beachwood Sparks,Desert Skies,2013,5,"just melancholy time gold very far good pretty more later its commendable useful loose calculated rough cosmic steel peaceful international mission winter well which only sonic much even western high other quality both lost all divisive heavy easy first accusing real trying great deliberate five bustling west subversive worn these four particular last rambunctious period tarnished sturdy initial Sixteen years after the initial sessions that birthed L.A. alt-country outfit Beachwood Sparks' new Desert Skies,Â they remain a surprisingly divisive band. Though strides are made, they don't have much of an answer for the detractorsÂ accusing them of imitating rather than innovating.",Rock,hardcore cosmic country peaceful rock vintage pop,1714,French Navy,My Maudlin Career,Camera Obscura,4AD,Camera Obscura,My Maudlin Career,2009,8.3,"indelible dusty tough still time longer early mother ironic various more bubbly second feverish its head parallel odd classic timid usual complex which sonic tangled express irritating western inevitable fourth less most notable kind both certain all two vulnerable sad limber careless melodic such ready full five mature wrenching one fresh last particular romantic assertive inspired pleased her Latest from these Glaswegian indie-poppers blends 1950s beach music, country, and bubbly orch-pop to complement their alternately romantic and cynical lyrics.",Rock,country romantic soul swing pop,3141,,,,,camera obscura,,my maudlin career,
Beachwood Sparks,Make The Cowboy Robots Cry EP,2002,2.6,"willing fried still insane time live frantic very various seven more fond used free happy dazed shaggy steel disappointing big opening able well only another majestic much sonic best even nice minute drenched confused flying all every outstanding straight vocal first teenage new individual great little five fair one rare brief strong next these last flavored jerky particular thin white enthralled cut Pull your chairs on up to the campfire for a sec, I'm gonna tell y'all a little story ...",Rock,country rock,1715,I Can Change,This Is Happening,LCD Soundsystem,Parlophone UK,LCD Soundsystem,This Is Happening,2010,9.2,"still day whole cultural silver time hypnotic early far ironic pretty current empty long born his old inside past only essential even other perfect status all life obsessive modern vocal first new cool shortsighted tight recent five serious horrible strong bold swimming wanting greatest late quick aware leather her phenomenal On LCD's third LP, James Murphy applies his knowledge of post-punk and studio craft to remake 70s art-rock in his own hyper-modern, self-aware image.",Electronic / Rock,rock soul punk pop rising,10684,,,,,lcd soundsystem,,this is happening,
Beanie Sigel,The B.Coming,2005,8.5,"lonely still hard time very pretty hurt second long his federal inside mournful dark defiant standard ugly glistening which only light raw dead bleak melodramatic purple special even nice beginning alive other grand perfect each two every all important maniacal life masterful stark heavy first snarling sad swollen metallic sure cinematic authoritative theatrical ready dazzling guilty sweeping one talented these least next greatest baby brown fitting weary searing bitter understanding Roc-A-Fella vet balances expert guest spots, grand, sweeping production, and lonely, bitter desperation.",Rap,soundtrack gospel metal rap dark soul raw cinematic,1722,Minimum Wage (Bobby Hawkins),100 Records Vol. 3,Sonny Smith,Polyvinyl Records,Sonny Smith,100 Records Vol. 3,2013,7.4,"confident beautiful early wide its quiet final outside his constant minimum instrumental several simplistic only due stylistic even best quaint much third tricky less most kind life all two similar important subdued stronger vocal right crucial such great little tight recent one strong echoing steady brown different inspired fictional acoustic half Sonny Smith's finalÂ installment in hisÂ 100 Records project, in which he inhabits a universe of fictional musicians, has the feel of a compilation sourced by grabbing random 45s from a bargain bin. But importantly, he always sounds decidedly like himself.",Rock,country fake rock steady soul reggae,17845,,,,,sonny smith,,100 records vol 3,
Beans,End It All,2011,7.3,"disparate subject hard omnivorous far free harsh electric odd popping well minimal convincing mellow both heavy absent little rapid dazzling twisted remarkable last whose upward still lead latest obvious occasional away sharp only another much every melodic distinctive artistic brief echoing noisy glass intricate inventive good gauzy his same expensive which soft other singular icy diverse first ominous four displaced wavering human steely unmistakable anxious its deep cold single dark busy mission due fast most kind all modern predictable down faithful dedicated exquisite tangential otherwise Anti-Pop ConsortiumÂ auteur makes hisÂ anticon. debut with an LP that features TVOTR's Tunde Adebimpe,Â Four Tet, Interpol's Sam Fogarino, and Tobacco.",Rap,bassline disco funk noise dark minimal jazz retro pop,1728,Sabali,Welcome To Mali,Amadou & Mariam,Because Music,Amadou & Mariam,Welcome to Mali,2008,8.4,"willing tough day either emotional prominent global good original east more pretty involved fit his single mournful big musical opening international close which light dramatic best stylistic western common inevitable large simple rhythmic devastating less respective two natural all important melodic logical obscure nostalgic first bent such new great little impressive blind sweeping one west talented open last inspired different strange her Amadou & Mariam reached international acclaim after 2005's Dimanche Ã  Bamako; they follow that with a more global record featuring guests from France, the Ivory Coast, and Canada, as well as Englishman Damon Albarn.",Global,world nostalgic harp pop reggae,702,Acting My Age,Acting My Age,The Academic,Capitol Records UK / EMI,amadou mariam,the academic,welcome to mali,acting my age
Bear in Heaven,Beast Rest Forth Mouth Remixed,2010,6.1,"equal dress day ridiculous whole spotty languid live time very original its animal head reasonable enough wasted economical better happy same physical classic diffuse big hazy ideal material well curious much longing round shameless best large high other less most all every timeless new direct ready great little interested full five interesting one rare these least particular level possible faraway One of indie's best post-Animal Collective bands enlists the Field, Justin Broadrick, High Places, and others to remix the songs from their 2009 LP.",Rock,remix disco metal rock pop,1736,Uncatena,Sylvan Esso,Sylvan Esso,Psychic Hotline,Sylvan Esso,Sylvan Esso,2014,6.2,"just subject whole urbane languid good calming stilted later head obvious same reliable quirky antiquated constant contemporary drunk complimentary gawky incomprehensible well only even tangible quality most beeping small two all background life dirty tolerable straight vocal likeable crucial real trying fresh satisfying thin street present weary mountain her otherwise carnivorous The debut LP from Mountain Man's Amelia Meath and Megafaun's Nick Sanborn fills an obvious void. The Durham, NC duoâ€™s fusion of quirky folk and quirky electro-pop would have otherwise been inevitably and awkwardly willed into existence, which is a good starting point for Sylvan Essoâ€”but itâ€™s also their endgame as well.",Pop/R&B,folk noise pop ambient electro,18592,,,,,sylvan esso,,sylvan esso,
Bear vs. Shark,Terrorhawk,2005,7.7,"ragged just day deeply frantic insane muted linear early wobbly lead brainy loose classic loud away pronounced inherent mission raw dead dynamic even soft delicate rhythmic short melodic heavy easy straight right first whimpering real interested down little iron one latter level spiritual advisable slippery honest Deeply textured riffs, pronounced loud/soft dynamics, and fist-pumping rhythmic maneuvers from the post-hardcore band.",Rock,hardcore raw metal rock distorted punk pop emo,1740,Strange - Single Version,Sentimentally Yours,Patsy Cline,Geffen*,Patsy Cline,Sentimentally Yours,1962,8.9,"favorite emotional major home mother more final his physical popular old past several material marked which another threatened much crazy even dramatic western inevitable third potential most obsolete black signed all small natural every successful aching right crucial such limited left full horrible one talented maximum white present established convinced her alone cut Each Sunday, Pitchfork takes an in-depth look at a significant album from the past, and any record not in our archives is eligible. Today, we revisit the final album of Patsy Clineâ€™s lifetime, a record that helped define country-pop.",Folk/Country,idol stride country rock pop,14829,,,,,patsy cline,,sentimentally yours,
Beastie Boys,Solid Gold Hits,2005,7.5,ill just still slim either superior gold okay hypnotic far more superb free lame splendid licensed unguarded solid ripe miserable single expensive plus which only light essential giving grinding even best quaint alive other most both all two red durable nonsensical commercial right timeless absent new charming creeping down great sure five one worse hot open these acid last infamous different party Single-disc compilation collects the best-known rather than the best from the NYC trio.,Rap / Rock,samba salsa remix rap rock sleep breakbeat,1751,Preben Goes to Acapulco,It's Album Time,Todd Terje,Olsen Records,Todd Terje,It's Album Time,2014,8.7,"human confident conventional fruity expert classified time cohesive linear early good very more its casual fit his distant contemporary classic away frank which only joyous whispering sober much resident other less most top short fluent all two background bigger minor first silly trying cool bouncy danceable careful full artistic one four carefree hypothetical effortless party redolent It's Album Time is, as advertised, disco producer Todd Terje's first full-length album, and its title sets the tone: casual, confident, and unburdened by the imagined need for significance that scares so many good dance producers into losing their cool when given a bigger platform. Terje is a careful artist that's fluent in history, an expert with texture, and possessing a grasp on composition more akin to a 1960s film composer than a contemporary dance producer.",Electronic,techno world disco funk exotica gliding rock jazz lounge bouncy,21094,,,,,todd terje,,its album time,
Beat Happening,Look Around,2015,8.2,"famous human still just major time childlike pretty more basic its head unnerving deep forgotten his sweet idyllic helpful single chance plus which only longing even excellent simple innocent most perfect kind focused black all important crashing easy first timeless new tasteful down great artistic one fresh hot chronological least these particular complete thin overzealous dreamy bitter alone each This 23-track career overview is a great primer for new Beat Happening fans, and as it turns out, an excellent reminder for those of us whoâ€™d kind of forgotten about the Olympia indie pop band.",Rock,dreamy rock,1754,Island Song,U.S. GIRLS on KRAAK,U.S. Girls,(K-raa-k)3,U.S. Girls,U.S. Girls on KRAAK,2011,7.9,"inspiring previous equal just work longer good stunning pretty more cloudy far capable head its enough idiosyncratic same odd clear which only much even special simple perfect less personal choice both future signed all two every melodic alternating natural infectious vocal expressive lesser great full creepy financial strong jarring true latter last echoing stirring effortless her half gratuitous As U.S. Girls, Meghan Remy buries simple melodies and vocal hooks under layers of noise and echo. But her third full-length is significantly cleaner than her previous two, the increased clarity revealing true pop gems.",Pop/R&B,motown noise country drone pop,21568,,,,,us girls,,us girls on kraak,
Beat Spacek,Modern Streets,2015,6.7,afternoon still firm time longer nonchalant very early alone more playful its born casual low his parallel sweet old single busy which another giving teasing hectic pink bright entire slender halting resonant most kind black future background key modern right first such new broken down working little full one brief dense unhurried four last late slippery white strange half each The sample-heavy music found on Steve Spacek's nonchalant return as Beat Spacek feels as if it were made in those brief moments after being roused from an afternoon nap.,Electronic,jungle dense soul grime afrobeat,1756,The Complete Knock,Coastal Grooves,Blood Orange,Domino Recording Co,Blood Orange,Coastal Grooves,2011,5.9,"human work promising home stylish far more orange engaging gifted better his feeling inside single close which lush only much dynamic best demonstrative other conscious evocative genuine rhythmic less most short moody all every newest solitary stark two overambitious vocal first real trying great little restrained west strong one satisfying particular complete intriguing spare voracious surprising Dev Hynes follows Test Icicles and Lightspeed Champion with a new solo project, a highly stylish album that frequently forgoes things like melodies, energy, and vocal choruses in favor of slinky, solitary guitar lines and seductively spare, post-punk atmospherics.",Pop/R&B,folk funk lush punk pop orchestral,2380,,,,,blood orange,,coastal grooves,
BeatKing,Houston 3 AM,2015,7,"still subject major hard live fat irreverent its second latest free problematic deep regional unremarkable his expanding same unlikely classic charmed nasty past sharp ultimate only sheer even dynamic best female lying joint known most sly two all consistent such real new sure lyrical exciting one hot these four last annual present unstoppable entertaining half BeatKing is the outsized class clown of the regional Houston rap scene, and Houston 3 AM is the latest in his unstoppable stream of highly entertaining free projects over the past couple years. As always, these are not songs made for quiet introspectionâ€”they require a club or a car for full activation.",Rap,rap worship freestyle,1758,Girls,Scorpio Rising,Death In Vegas,Sanctuary Records,Death in Vegas,Scorpio Rising,2003,6.4,just timely either proportional pretty more current grandiose psychedelic celebrated his familiar musical material former well which light giving much approximate comfortable awful squiggly choice lost responsible admirable baby two alternative heavy vocal right such direct sure formal down recent interesting one latter supposed these late forward organic pretentious hefty subtitled inspired electronic Much ado is being made lately about rock bands masquerading as electronic acts. From Radiohead's voyages into squiggly experimentation ...,Electronic,trance rock atmospheric electronic rising,4963,,,,,death in vegas,,scorpio rising,
Beatrice Dillon,Workaround,2020,8.3,"half work inventive time linear global hypnotic streaked more its idiosyncratic living liquid deep ambitious flexible larger inquisitive steel single contemporary esoteric unsuspecting textural well which glistening much even high other rhythmic minute singular most less choice incremental both all negative two uncommon informed such real working scratchy expected one brief these forward abstracted quick inspired different front electronic marvelous her surprising whose identifiable The debut from the London musician is a culmination of her eclectic journey to the vanguard of electronic music. It is a marvelous paradox: Despite the musicâ€™s rigidity, it breathes like a living thing.",Electronic,techno saxophone bhangra noise dancehall bounce airy electronic reggae,1760,The One to Wait,CCFX EP,CCFX,DFA Records,CCFX,CCFX EP,2017,7.5,"work inviting live time crisp more its versed thick hushed odd away locked well only lush light minimal another written pink female evocative known simple personal most life subdued nostalgic vocal first new memorable tall smooth cinematic one howling smiling true romantic sinister visceral late magnetic front her studied CCFX is the filmic dream pop collaboration of Mary Jane Dunphe (Vexx, CC Dust) and members of Olympia band Trans FX. Their EP for DFA Records is brought to life by Dunpheâ€™s visceral, magnetic vocals.",Experimental,poetry shoegaze abstract pop country romantic crisp nostalgic lush melancholia punk minimal cinematic,3026,,,,,ccfx,,ccfx ep,
Beck,Guerolito,2005,6.2,"bizarre equal just alone early more current empty its second varying better his inconsistent old stealth several material former which marked another giving much lined nice bad conscious nine blue fourth quality both status lost two all wandering careless initial such new golden sure down little broken cool full friendly succinct fresh these four true latter echoing sea alike official half lazy Track-by-track Guero remix album features nine previously unreleased mixes and contributions from Air, Boards of Canada, Diplo, Islands, and El-P, among others.",Rock,remix pop funk,1771,Maralou,Mowing,Michael Nau,Suicide Squeeze Records,Michael Nau,Mowing,2016,7.3,"velvety double sour hypnotic very good far accidental capable its long soaked loose better hushed casual indistinct hopeful his feeling sweet old unlikely steel classic esoteric lovely winter essential convincing warm both short lost icy all red melodic life sentimental masterful vocal right great tall scratchy next forward impossible drowsy possible hesitant cut Michael Nau has been the frontman for Page France and Cotton Jones. On his solo debut, he displays his penchant for uplift: Sumptuously warm, the set feels invitingly casual, loose-strung, and slightly accidental, a collection of messy indie-rock demos that he fleshes out into surprising songs.",Rock,gospel velvety warm blues noise pastel rock pop reggae hopeful,12806,,,,,michael nau,,mowing,
Behold...the Arctopus,Nano-Nucleonic Cyborg Summoning EP,2005,5.1,"blistering game innumerable ridiculous time extensive early pretty second its mindless enough remaining occasional his mathematical furious content contemporary fun several spinal training even classical entire minute flaming both boring waiting every worth two all new technical sure little friendly valuable tedious dense acid whose This prog-metal band hardly comes up for air over the course of a furious three-song, 17-minute EP.",Electronic / Rock,metal dense rock jazz harp classical,1791,I'm On Fire,Born In The U.S.A.,Bruce Springsteen,Columbia,Bruce Springsteen,Born in the U.S.A.,1984,10,"still hard time cohesive wide more later apprehensive its enough born casual final outside his mistaken feeling popular biggest strange estimated dark peaceful material which only light uncomfortable gray minute most all life straight commercial first shut down goofy full one intended open tender these last greatest particular romantic different street whose optimistic acoustic convinced booming Each Sunday, Pitchfork takes an in-depth look at a significant album from the past, and any record not in our archives is eligible. Today we revisit a 1980s rock blockbuster: the bold, brilliant, and misunderstood apex of Bruce Springsteenâ€™s imperial era.",Rock,tender dark peaceful country romantic sleep,2873,,,,,bruce springsteen,,born in the usa,
Being Dead,When Horses Would Run,2023,7.5,"just day perverse stuffed disturbed time languid live quintessential good filtered grim more lead private long its cheery following living giddy burning old inside big learned rampant religious maiden sardonic dead violent stylistic best fancy western bad high reflective quality endearing less black slow two every all buoyant vocal first wet tasteful iron woozy smoky sacrificial west one open stuffy these another acid cryptic last selected spooky gaudy lying Surf-rock riffs, oddball humor, and warped Americana storytelling define the Austin bandâ€™s raucous debut.",Rock,world noise buoyant rock jazz pop,1792,Ice Cream,Fantastic Playroom,New Young Pony Club,Universal Music Australia Pty. Ltd.,New Young Pony Club,Fantastic Playroom,2007,8.2,"young just specific fantastic still time early good pretty latest its her enough worthy permanent celebrated fit forceful old single intolerant musical away busy grey able competent only meticulous well light much dead excellent even which beginning other comfortable plain less most lucky kind small mixed all every myopic dirty right first new south impressive blind tight full snide one critical these latter four stable complete tired perennial party each Though saddled with the latest tagline for 1981 nostalgia, new-rave, New Young Pony Club turn out a record that is meticulous and comfortable in its genre-specific craft, and excellent for it.",Electronic / Rock,metal disco funk rock punk,13850,,,,,new young pony club,,fantastic playroom,
Beirut,The Flying Club Cup,2007,8,"specific still work cultural home more its empty thick obvious final his worldly feeling familiar old repulsive lithe away musical international trick past well universal which light another much even best searching weary other numbing delicate difficult flying perfect both all every heavy vocal first such real trying strongest driven frequent lyrical impressive appropriate interesting strong exposed particular romantic unfamiliar exotic each Zach Condon's horn and ukelele remain in Brooklyn for the bulk of his sophomore album, The Flying Club Cup. Instead, he returns to France-- the place where he was first exposed to the Balkan music that colored much of this debut, Gulag Orkestar.",Rock,accordion pop romantic ukulele,1797,He Would Have Laughed,Halcyon Digest,Deerhunter,4AD,Deerhunter,Halcyon Digest,2010,9.2,"acoustic favorite young still just work emotional double time far likely ghostly lead more its animal clanging fit boundless electric old garbled instrumental ideal past another best startling youthful other potential seamless innocent personal most platonic future moved two all stark sunny heavy highest vocal first easy right exhilarating real down endless expanded lyrical funny one these weird four frail trivial different front electronic each Deerhunter make a record about the joy of early music discovery, and in revisiting that youthful enthusiasm, they brilliantly rekindle it.",Rock,electronic punk pop ambient saxophone,5014,,,,,deerhunter,,halcyon digest,
Beirut,The Rip Tide,2011,7.7,"extraordinary just still melancholy possible frilly good more basic vague current idiosyncratic dripping psychedelic his cosmic feeling richest old inward leading away past otherwise winter another excellent infinite wooden bad soft third known flying most both respective two national brutal similar house sunny all impassioned first mini new trying frequent down little complicated full five synthetic understated true last complete upbeat wise alike magnetic different strange electronic half proper Beirut's defiantly small third studio album finds a restrained, stately Zach Condon displaying his antiquated fantasies on slightly shrunken canvases.",Rock,cosmic pop baroque house drama electronic neon glitchy ukulele,1798,Dance Yrself Clean,This Is Happening,LCD Soundsystem,Parlophone UK,LCD Soundsystem,This Is Happening,2010,9.2,"still day whole cultural silver time hypnotic early far ironic pretty current empty long born his old inside past only essential even other perfect status all life obsessive modern vocal first new cool shortsighted tight recent five serious horrible strong bold swimming wanting greatest late quick aware leather her phenomenal On LCD's third LP, James Murphy applies his knowledge of post-punk and studio craft to remake 70s art-rock in his own hyper-modern, self-aware image.",Electronic / Rock,rock soul punk pop rising,10684,,,,,lcd soundsystem,,this is happening,
Belbury Poly,The Belbury Tales,2012,7.2,"dusty work hard muted faint its loose spectral psychedelic central his public familiar feeling old welcoming electric antiquated pleasing musical opening esoteric equidistant away which shy wooden startling beginning ancient unusual fourth most kind mixed two similar house vocal such recent creepy one open fascinating corner fussy astringent green By welcoming in a couple of guest players on a number of tracks, the meticulous Welsh electronic musician Jim Jupp creates his most pleasingly open-ended release to date.",Electronic,folk funk house analog tribute rising,1800,Jeannie Becomes A Mom,LONER,Caroline Rose,New West Records,Caroline Rose,LONER,2018,7.6,"near mocking just work hard very gross omnivorous pretty more second playful her its long animal exuberant low same dry steel content unflinching fun well mordant relatable much even other minute quality less perfect fast all every super alternative straight silly actual new caustic funny little constructive sleepy promised recent full serious hilarious these late comprehensive upbeat white street inspired daily strange party each On her self-assured second album, this singer-songwriter uses her mordant wit to confront serious subjects, exorcising trauma with hooks and humor.",Rock,rock punk pop rockabilly exuberant,3276,,,,,caroline rose,,loner,
